Name,Title,Tags,Info_Attack,Info_Defense,Info_Magic,Info_Difficulty,Blurb,Image_Full,Image_Sprite,Key,ID
Ryze,the Rune Mage,Mage,2,2,10,7,"Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Ryze.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,13,Ryze
Samira,the Desert Rose,"Marksman, Assassin",8,5,3,6,"Samira stares death in the eye with unyielding confidence, seeking thrill wherever she goes. After her Shuriman home was destroyed as a child, Samira found her true calling in Noxus, where she built a reputation as a stylish daredevil taking on...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Samira.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,360,Samira
Sejuani,Fury of the North,Tank,5,7,6,4,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sejuani.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,113,Sejuani
Senna,the Redeemer,"Support, Marksman",7,2,6,7,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel specter Thresh. But refusing to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Senna.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,235,Senna
Seraphine,the Starry-Eyed Songstress,"Support, Mage",0,0,0,0,"Born in Piltover to Zaunite parents, Seraphine can hear the souls of others—the world sings to her, and she sings back. Though these sounds overwhelmed her in her youth, she now draws on them for inspiration, turning the chaos into a symphony. She...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Seraphine.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,147,Seraphine
Sett,the Boss,"Fighter, Tank",8,5,1,2,"A leader of Ionia's growing criminal underworld, Sett rose to prominence in the wake of the war with Noxus. Though he began as a humble challenger in the fighting pits of Navori, he quickly gained notoriety for his savage strength, and his ability to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sett.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,875,Sett
Shaco,the Demon Jester,Assassin,8,4,6,9,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Shaco.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,35,Shaco
Shen,the Eye of Twilight,Tank,3,9,3,4,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Shen.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,98,Shen
Shyvana,the Half-Dragon,"Fighter, Mage",8,6,3,4,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Shyvana.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,102,Shyvana
Singed,the Mad Chemist,"Tank, Mage",4,8,7,5,"Singed is a brilliant alchemist of dubious morality, whose experiments would turn the stomach of even the most cutthroat criminal. Selling his skills to the highest bidder, he cares little for how his noxious concoctions are used, with the ensuing chaos...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Singed.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,27,Singed
Sion,The Undead Juggernaut,"Tank, Fighter",5,9,3,5,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands—but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sion.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,14,Sion
Sivir,the Battle Mistress,Marksman,9,3,1,4,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sivir.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,15,Sivir
Skarner,the Primordial Sovereign,"Tank, Fighter",7,8,5,5,"The ancient, colossal brackern Skarner is revered in Ixtal as one of the founding members of its ruling caste, the Yun Tal. Devoted to keeping his nation safe from the rest of the world, Skarner dwells in a chamber beneath Ixaocan where he can hear the...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Skarner.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,72,Skarner
Smolder,the Fiery Fledgling,"Marksman, Mage",8,2,5,6,"Hidden amongst the craggy cliffs of the Noxian frontier, under the watchful eyes of his mother, a young dragon is learning what it means to be heir to the Camavoran imperial dragon lineage. Playful and eager to grow up, Smolder looks for any excuse to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Smolder.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,901,Smolder
Sona,Maven of the Strings,"Support, Mage",5,2,8,4,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic—a...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sona.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,37,Sona
Soraka,the Starchild,"Support, Mage",2,5,7,3,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets—even...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Soraka.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,16,Soraka
Swain,the Noxian Grand General,"Mage, Support",2,6,9,8,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Swain.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,50,Swain
Sylas,the Unshackled,"Mage, Assassin",3,4,8,5,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sylas.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,517,Sylas
Syndra,the Dark Sovereign,Mage,2,3,9,8,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Syndra.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,134,Syndra
Tahm Kench,The River King,"Tank, Support",3,9,6,5,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/TahmKench.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,223,TahmKench
Taliyah,the Stoneweaver,"Mage, Support",1,7,8,5,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Taliyah.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,163,Taliyah
Talon,the Blade's Shadow,Assassin,9,3,1,7,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Talon.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,91,Talon
Taric,the Shield of Valoran,"Support, Tank",4,8,5,3,"Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Taric.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,44,Taric
Teemo,the Swift Scout,"Marksman, Mage",5,3,7,6,"Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Teemo.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,17,Teemo
Thresh,the Chain Warden,"Support, Tank",5,6,6,7,"Sadistic and cunning, Thresh is an ambitious and restless specter of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Thresh.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,412,Thresh
Tristana,the Yordle Gunner,"Marksman, Assassin",9,3,5,4,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Tristana.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,18,Tristana
Trundle,the Troll King,"Fighter, Tank",7,6,2,5,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Trundle.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,48,Trundle
Tryndamere,the Barbarian King,"Fighter, Assassin",10,5,2,5,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Tryndamere.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,23,Tryndamere
Twisted Fate,the Card Master,"Mage, Marksman",6,2,6,9,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/TwistedFate.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,4,TwistedFate
Twitch,the Plague Rat,"Marksman, Assassin",9,2,3,6,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Twitch.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,29,Twitch
Udyr,the Spirit Walker,"Fighter, Tank",8,7,4,7,"The most powerful spirit walker alive, Udyr communes with all the spirits of the Freljord, whether by empathically understanding their needs, or by channeling and transforming their ethereal energy into his own primal fighting style. He seeks balance...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Udyr.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,77,Udyr
Urgot,the Dreadnought,"Fighter, Tank",8,5,3,8,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Urgot.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,6,Urgot
Varus,the Arrow of Retribution,"Marksman, Mage",7,3,4,2,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Varus.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,110,Varus
Vayne,the Night Hunter,"Marksman, Assassin",10,1,1,8,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Vayne.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,67,Vayne
Veigar,the Tiny Master of Evil,Mage,2,2,10,7,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Veigar.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,45,Veigar
Vel'Koz,the Eye of the Void,"Mage, Support",2,2,10,8,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Velkoz.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,161,Velkoz
Vex,the Gloomist,Mage,0,0,0,0,"In the black heart of the Shadow Isles, a lone yordle trudges through the spectral fog, content in its murky misery. With an endless supply of teen angst and a powerful shadow in tow, Vex lives in her own self-made slice of gloom, far from the revolting...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Vex.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,711,Vex
Vi,the Piltover Enforcer,"Fighter, Assassin",8,5,3,4,"Raised on the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with very little respect for authority. She has always been a shrewd survivor, both from her youthful troublemaking topside and an unfairly long stint in Stillwater...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Vi.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,254,Vi
Viego,The Ruined King,"Fighter, Assassin",6,4,2,5,"Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving specter tortured by an...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Viego.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,234,Viego
Viktor,the Herald of the Arcane,Mage,2,4,10,9,"The fully biomechanical evolution of his former self, Viktor has embraced his Glorious Evolution and become something of a messiah to his followers. He sacrificed his own humanity under the logic that eliminating emotion would thereby eliminate...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Viktor.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,112,Viktor
Vladimir,the Crimson Reaper,"Mage, Fighter",2,6,8,7,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Vladimir.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,8,Vladimir
Volibear,the Relentless Storm,"Fighter, Tank",7,7,4,3,"To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Volibear.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,106,Volibear
Warwick,the Uncaged Wrath of Zaun,"Fighter, Tank",9,5,3,3,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. He bursts from the shadows to prey upon...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Warwick.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,19,Warwick
Wukong,the Monkey King,"Fighter, Tank",8,5,2,3,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/MonkeyKing.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,62,MonkeyKing
Xayah,the Rebel,Marksman,10,6,1,5,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Xayah.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,498,Xayah
Xerath,the Magus Ascendant,"Mage, Support",1,3,10,8,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Xerath.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,101,Xerath
Xin Zhao,the Seneschal of Demacia,"Fighter, Tank",8,6,3,2,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/XinZhao.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,5,XinZhao
Yasuo,the Unforgiven,"Fighter, Assassin",8,4,4,10,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Yasuo.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,157,Yasuo
Yone,the Unforgotten,"Fighter, Assassin",8,4,4,8,"In life, he was Yone—half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Yone.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,777,Yone
Yorick,Shepherd of Souls,"Fighter, Tank",6,6,4,6,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking wraiths that he gathers to him. Yorick's monstrous...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Yorick.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,83,Yorick
Yuumi,the Magical Cat,"Support, Mage",5,1,8,2,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Yuumi.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,350,Yuumi
Zac,the Secret Weapon,"Tank, Fighter",3,7,7,8,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Zac.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,154,Zac
Zed,the Master of Shadows,Assassin,9,2,1,7,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Zed.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,238,Zed
Zeri,The Spark of Zaun,Marksman,8,5,3,6,"A headstrong, spirited young woman from Zaun's working-class, Zeri channels her electric magic to charge herself and her custom-crafted gun. Her volatile power mirrors her emotions, its sparks reflecting her lightning-fast approach to life. Deeply...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Zeri.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,221,Zeri
Ziggs,the Hexplosives Expert,Mage,2,4,9,4,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Ziggs.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,115,Ziggs
Zilean,the Chronokeeper,"Support, Mage",2,5,8,6,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Zilean.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,26,Zilean
Zoe,the Aspect of Twilight,Mage,1,7,8,5,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Zoe.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,142,Zoe
Zyra,Rise of the Thorns,"Mage, Support",4,3,8,7,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Zyra.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion5.png,143,Zyra
